age,education,wage
35,4. College Grad,118.8843593
58,3. Some College,118.8843593
45,3. Some College,118.8843593
32,4. College Grad,118.8843593
46,1. < HS Grad,118.8843593
34,5. Advanced Degree,118.8843593
55,5. Advanced Degree,118.8843593
41,2. HS Grad,118.8843593
45,2. HS Grad,118.8843593
24,3. Some College,118.8843593
34,2. HS Grad,118.8843593
30,3. Some College,118.8843593
57,4. College Grad,118.8843593
25,5. Advanced Degree,118.8843593
51,4. College Grad,118.8843593
50,3. Some College,118.8843593
23,4. College Grad,118.8843593
44,1. < HS Grad,118.8843593
64,3. Some College,118.8843593
32,4. College Grad,118.8843593
58,1. < HS Grad,118.8843593
47,2. HS Grad,118.8843593
59,2. HS Grad,118.8843593
53,4. College Grad,118.8843593
41,4. College Grad,118.8843593
45,2. HS Grad,118.8843593
46,2. HS Grad,118.8843593
26,4. College Grad,118.8843593
29,2. HS Grad,118.8843593
47,3. Some College,118.8843593
30,5. Advanced Degree,118.8843593
45,4. College Grad,118.8843593
55,2. HS Grad,118.8843593
48,2. HS Grad,118.8843593
47,3. Some College,118.8843593
56,4. College Grad,118.8843593
25,5. Advanced Degree,118.8843593
55,2. HS Grad,118.8843593
32,3. Some College,118.8843593
32,5. Advanced Degree,118.8843593
55,3. Some College,118.8843593
63,2. HS Grad,118.8843593
47,4. College Grad,118.8843593
60,4. College Grad,118.8843593
39,5. Advanced Degree,118.8843593
48,3. Some College,118.8843593
30,5. Advanced Degree,118.8843593
28,3. Some College,118.8843593
44,2. HS Grad,118.8843593
37,4. College Grad,118.8843593
51,2. HS Grad,118.8843593
56,5. Advanced Degree,118.8843593
40,2. HS Grad,118.8843593
35,4. College Grad,118.8843593
49,2. HS Grad,118.8843593
32,2. HS Grad,118.8843593
35,5. Advanced Degree,118.8843593
49,2. HS Grad,118.8843593
28,1. < HS Grad,118.8843593
30,2. HS Grad,118.8843593
40,3. Some College,118.8843593
34,4. College Grad,118.8843593
52,3. Some College,118.8843593
47,4. College Grad,118.8843593
34,5. Advanced Degree,118.8843593
65,2. HS Grad,118.8843593
45,2. HS Grad,118.8843593
51,4. College Grad,118.8843593
32,5. Advanced Degree,118.8843593
37,3. Some College,118.8843593
55,3. Some College,118.8843593
66,3. Some College,118.8843593
36,2. HS Grad,118.8843593
36,4. College Grad,118.8843593
32,3. Some College,118.8843593
32,5. Advanced Degree,118.8843593
36,3. Some College,118.8843593
43,1. < HS Grad,118.8843593
50,4. College Grad,118.8843593
54,5. Advanced Degree,118.8843593
36,4. College Grad,118.8843593
59,5. Advanced Degree,118.8843593
41,5. Advanced Degree,118.8843593
48,2. HS Grad,118.8843593
55,4. College Grad,118.8843593
49,3. Some College,118.8843593
48,4. College Grad,118.8843593
59,5. Advanced Degree,118.8843593
40,3. Some College,118.8843593
39,4. College Grad,118.8843593
30,3. Some College,118.8843593
53,3. Some College,118.8843593
63,2. HS Grad,118.8843593
47,5. Advanced Degree,118.8843593
42,2. HS Grad,118.8843593
24,4. College Grad,118.8843593
71,3. Some College,118.8843593
42,3. Some College,118.8843593
37,4. College Grad,118.8843593
35,5. Advanced Degree,118.8843593
51,4. College Grad,118.8843593
51,3. Some College,118.8843593
54,3. Some College,118.8843593
60,5. Advanced Degree,118.8843593
47,3. Some College,118.8843593
52,3. Some College,118.8843593
56,5. Advanced Degree,118.8843593
73,2. HS Grad,118.8843593
56,3. Some College,118.8843593
53,3. Some College,118.8843593
40,4. College Grad,118.8843593
28,4. College Grad,118.8843593
46,2. HS Grad,118.8843593
26,3. Some College,118.8843593
38,2. HS Grad,118.7120941
44,4. College Grad,118.5567764
54,5. Advanced Degree,118.5395025
25,4. College Grad,118.0197533
68,4. College Grad,118.0197533
37,2. HS Grad,118.0197533
41,1. < HS Grad,118.0197533
38,4. College Grad,118.0197533
51,2. HS Grad,118.0197533
40,1. < HS Grad,118.0197533
63,4. College Grad,118.0197533
55,5. Advanced Degree,117.5843403
45,3. Some College,117.1468169
54,3. Some College,117.1468169
53,2. HS Grad,117.1468169
26,3. Some College,117.1468169
40,2. HS Grad,117.1468169
28,5. Advanced Degree,117.1468169
45,3. Some College,117.1468169
29,5. Advanced Degree,117.1468169
46,3. Some College,117.1468169
32,3. Some College,117.1468169
50,4. College Grad,117.1468169
48,3. Some College,117.1468169
49,3. Some College,117.1468169
33,5. Advanced Degree,117.1468169
41,2. HS Grad,117.1468169
59,3. Some College,117.1468169
47,2. HS Grad,117.1468169
35,4. College Grad,117.1468169
56,5. Advanced Degree,117.1468169
35,4. College Grad,117.1468169
46,4. College Grad,117.1468169
40,2. HS Grad,117.1468169
41,3. Some College,117.1468169
30,5. Advanced Degree,117.1468169
44,3. Some College,117.1468169
51,3. Some College,117.1468169
42,5. Advanced Degree,116.9430813
57,3. Some College,116.7071546
35,3. Some College,116.7071546
26,2. HS Grad,116.4423183
57,2. HS Grad,116.2653241
33,2. HS Grad,116.2653241
44,2. HS Grad,116.2653241
39,2. HS Grad,116.2653241
35,3. Some College,116.2653241
42,4. College Grad,116.2653241
33,5. Advanced Degree,116.2653241
39,3. Some College,116.2653241
31,4. College Grad,116.2653241
37,5. Advanced Degree,116.2653241
45,4. College Grad,116.2653241
27,3. Some College,116.1766952
54,3. Some College,115.5180852
52,3. Some College,115.3750386
48,2. HS Grad,115.3750386
40,5. Advanced Degree,115.3750386
30,5. Advanced Degree,115.3750386
53,3. Some College,115.3750386
41,1. < HS Grad,115.3750386
36,2. HS Grad,115.3750386
32,3. Some College,115.3750386
46,2. HS Grad,115.3750386
54,2. HS Grad,115.3750386
50,5. Advanced Degree,115.3750386
25,4. College Grad,115.3750386
38,4. College Grad,115.3750386
48,4. College Grad,115.3750386
29,5. Advanced Degree,115.3750386
48,5. Advanced Degree,115.3750386
50,4. College Grad,115.285517
54,3. Some College,115.1824551
32,3. Some College,115.1062017
60,2. HS Grad,114.9265218
47,2. HS Grad,114.4775211
30,5. Advanced Degree,114.4757133
50,4. College Grad,114.4757133
35,3. Some College,114.4757133
55,5. Advanced Degree,114.4757133
38,2. HS Grad,114.4757133
48,2. HS Grad,114.4757133
45,3. Some College,114.4757133
34,4. College Grad,114.4757133
26,5. Advanced Degree,114.4757133
42,4. College Grad,114.4757133
52,4. College Grad,114.4757133
58,4. College Grad,114.4757133
30,4. College Grad,114.4757133
51,1. < HS Grad,114.4757133
45,3. Some College,114.4757133
50,3. Some College,114.4757133
33,4. College Grad,114.4757133
37,4. College Grad,114.4757133
36,2. HS Grad,114.4757133
46,4. College Grad,114.4757133
34,2. HS Grad,114.4757133
35,5. Advanced Degree,114.4757133
51,2. HS Grad,114.4757133
41,3. Some College,114.4757133
46,2. HS Grad,114.4757133
27,4. College Grad,114.4757133
35,4. College Grad,114.4757133
41,1. < HS Grad,114.4757133
64,3. Some College,114.4757133
41,5. Advanced Degree,114.4757133
40,4. College Grad,114.4757133
52,2. HS Grad,114.4757133
49,4. College Grad,114.4757133
30,5. Advanced Degree,114.4757133
35,3. Some College,114.4757133
57,5. Advanced Degree,114.4757133
32,3. Some College,114.4757133
22,4. College Grad,114.4757133
55,2. HS Grad,114.4757133
53,1. < HS Grad,114.4757133
52,4. College Grad,114.4757133
61,1. < HS Grad,114.4757133
34,3. Some College,114.4757133
33,5. Advanced Degree,114.4757133
33,3. Some College,114.4757133
43,4. College Grad,114.4757133
52,3. Some College,114.4757133
63,5. Advanced Degree,114.4757133
64,2. HS Grad,114.4757133
32,3. Some College,114.4757133
69,1. < HS Grad,114.4757133
54,2. HS Grad,114.4757133
38,4. College Grad,114.4757133
48,4. College Grad,114.4757133
30,4. College Grad,114.4757133
44,4. College Grad,114.4757133
44,4. College Grad,114.4757133
42,5. Advanced Degree,114.4757133
46,2. HS Grad,114.4757133
35,2. HS Grad,114.4757133
46,4. College Grad,114.4757133
52,4. College Grad,114.4757133
54,4. College Grad,114.4757133
42,2. HS Grad,114.4757133
32,5. Advanced Degree,114.1133945
26,4. College Grad,114.0225804
44,2. HS Grad,113.6127457
63,2. HS Grad,113.5670896
33,4. College Grad,113.5670896
28,2. HS Grad,113.5670896
50,4. College Grad,113.5670896
26,4. College Grad,113.5670896
61,2. HS Grad,113.5670896
45,2. HS Grad,113.5670896
55,3. Some College,113.5670896
31,2. HS Grad,113.5670896
29,4. College Grad,112.6488963
44,4. College Grad,112.6488963
42,1. < HS Grad,112.6488963
44,2. HS Grad,112.6488963
32,2. HS Grad,112.6488963
47,5. Advanced Degree,112.6488963
51,4. College Grad,112.6488963
32,5. Advanced Degree,112.6488963
49,4. College Grad,112.6488963
40,2. HS Grad,112.6488963
29,4. College Grad,112.6488963
27,3. Some College,112.1861229
39,2. HS Grad,112.136923
50,2. HS Grad,111.7217824
30,3. Some College,111.7208494
34,2. HS Grad,111.7208494
34,2. HS Grad,111.7208494
54,2. HS Grad,111.7208494
27,4. College Grad,111.7208494
33,5. Advanced Degree,111.7208494
49,5. Advanced Degree,111.7208494
37,3. Some College,111.7208494
62,3. Some College,111.7208494
48,2. HS Grad,111.7208494
60,5. Advanced Degree,111.7208494
50,1. < HS Grad,111.7208494
54,2. HS Grad,111.7208494
48,5. Advanced Degree,111.7208494
40,2. HS Grad,111.7208494
44,2. HS Grad,111.7208494
58,3. Some College,111.7208494
48,3. Some College,111.7208494
38,3. Some College,111.7208494
42,3. Some College,111.7208494
39,2. HS Grad,111.7208494
42,1. < HS Grad,111.7208494
42,3. Some College,111.7208494
40,4. College Grad,111.7208494
47,2. HS Grad,111.7208494
41,2. HS Grad,111.7208494
28,2. HS Grad,111.7208494
52,2. HS Grad,111.7208494
50,2. HS Grad,111.7208494
49,3. Some College,111.7208494
61,2. HS Grad,111.4404696
48,2. HS Grad,111.1854619
56,2. HS Grad,111.0651943
49,2. HS Grad,111.0144055
41,3. Some College,110.7826503
41,2. HS Grad,110.7826503
56,2. HS Grad,110.7826503
38,3. Some College,110.7826503
44,2. HS Grad,110.7826503
55,5. Advanced Degree,110.7826503
57,1. < HS Grad,110.7826503
51,4. College Grad,110.7826503
63,2. HS Grad,110.7826503
46,2. HS Grad,110.1729303
27,4. College Grad,109.8339856
40,2. HS Grad,109.8339856
41,3. Some College,109.8339856
40,3. Some College,109.8339856
30,2. HS Grad,109.8339856
48,2. HS Grad,109.8339856
48,4. College Grad,109.8339856
44,2. HS Grad,109.8339856
54,2. HS Grad,109.8339856
50,2. HS Grad,109.8339856
51,5. Advanced Degree,109.8339856
56,4. College Grad,109.8339856
47,4. College Grad,109.8339856
39,2. HS Grad,109.8339856
37,4. College Grad,109.8339856
35,3. Some College,109.8339856
31,4. College Grad,109.8339856
44,4. College Grad,109.8339856
33,4. College Grad,109.8339856
38,3. Some College,109.8339856
62,4. College Grad,109.8339856
55,3. Some College,109.8339856
28,4. College Grad,109.8339856
68,2. HS Grad,109.8339856
40,4. College Grad,109.8339856
55,1. < HS Grad,109.8339856
63,3. Some College,109.8339856
35,2. HS Grad,109.8339856
43,2. HS Grad,109.8339856
49,4. College Grad,109.8339856
48,1. < HS Grad,109.8339856
29,4. College Grad,109.8339856
38,2. HS Grad,109.8339856
63,5. Advanced Degree,109.8339856
40,2. HS Grad,109.8339856
30,3. Some College,109.8339856
31,1. < HS Grad,109.8339856
43,2. HS Grad,109.8339856
48,2. HS Grad,109.8339856
51,4. College Grad,109.8339856
39,2. HS Grad,109.8339856
57,3. Some College,109.8339856
42,3. Some College,109.8339856
29,3. Some College,109.8339856
45,3. Some College,109.8339856
53,4. College Grad,109.8339856
64,2. HS Grad,109.8339856
24,4. College Grad,109.8339856
49,3. Some College,109.8339856
39,2. HS Grad,109.8339856
53,3. Some College,109.8339856
24,4. College Grad,109.8339856
55,4. College Grad,109.8339856
35,1. < HS Grad,109.8339856
37,2. HS Grad,109.8339856
32,2. HS Grad,109.8339856
50,2. HS Grad,109.8339856
33,2. HS Grad,109.8339856
57,5. Advanced Degree,109.8339856
41,2. HS Grad,109.8339856
50,2. HS Grad,109.8339856
51,1. < HS Grad,109.8339856
36,3. Some College,109.8339856
58,2. HS Grad,109.8339856
61,2. HS Grad,109.8339856
50,5. Advanced Degree,109.8339856
47,2. HS Grad,109.8339856
26,3. Some College,109.8339856
28,3. Some College,109.8339856
31,3. Some College,109.8339856
32,3. Some College,109.8339856
41,4. College Grad,109.8339856
35,4. College Grad,109.8339856
41,2. HS Grad,109.8339856
29,2. HS Grad,109.8339856
52,3. Some College,109.8339856
42,2. HS Grad,109.8339856
34,3. Some College,109.8339856
45,1. < HS Grad,109.8339856
63,3. Some College,109.8339856
43,2. HS Grad,109.8339856
37,4. College Grad,109.8339856
48,2. HS Grad,109.8339856
40,5. Advanced Degree,109.8339856
43,4. College Grad,109.8339856
37,3. Some College,109.8339856
38,3. Some College,109.8339856
50,4. College Grad,109.8339856
58,2. HS Grad,109.8339856
66,4. College Grad,109.8339856
31,4. College Grad,109.8339856
43,4. College Grad,109.8339856
56,4. College Grad,109.8339856
44,2. HS Grad,109.8339856
53,2. HS Grad,109.8339856
52,2. HS Grad,109.8339856
62,2. HS Grad,109.8339856
35,1. < HS Grad,109.8339856
42,1. < HS Grad,109.7060518
28,2. HS Grad,109.6429681
48,4. College Grad,109.5472966
54,3. Some College,109.4898415
32,4. College Grad,109.3556264
48,3. Some College,109.31532
37,4. College Grad,108.8745258
59,3. Some College,108.8745258
44,4. College Grad,108.8745258
54,2. HS Grad,108.8745258
54,2. HS Grad,108.8745258
28,3. Some College,108.8745258
41,3. Some College,108.8745258
31,3. Some College,108.8745258
34,4. College Grad,108.8745258
34,3. Some College,108.8745258
47,4. College Grad,108.8745258
48,2. HS Grad,108.8745258
34,2. HS Grad,108.8745258
53,2. HS Grad,108.6813082
29,3. Some College,108.39064
26,3. Some College,108.39064
46,2. HS Grad,108.0658303
34,5. Advanced Degree,107.9039239
42,2. HS Grad,107.9039239
33,4. College Grad,107.9039239
33,4. College Grad,107.9039239
48,3. Some College,107.9039239
51,3. Some College,107.9039239
53,2. HS Grad,107.9039239
38,5. Advanced Degree,107.9039239
60,2. HS Grad,107.9039239
59,3. Some College,107.9039239
57,3. Some College,107.9039239
45,1. < HS Grad,107.9039239
64,4. College Grad,107.9039239
55,2. HS Grad,107.9039239
54,3. Some College,107.9039239
36,3. Some College,107.9039239
51,3. Some College,107.9039239
47,3. Some College,107.9039239
36,3. Some College,107.9039239
53,2. HS Grad,107.9039239
48,4. College Grad,107.9039239
39,4. College Grad,107.9039239
30,3. Some College,107.9039239
48,2. HS Grad,107.9039239
34,2. HS Grad,107.9039239
47,2. HS Grad,107.9039239
61,5. Advanced Degree,107.4339706
40,2. HS Grad,107.3160632
37,4. College Grad,107.2560621
61,4. College Grad,106.9218141
37,2. HS Grad,106.9218141
45,3. Some College,106.9218141
57,1. < HS Grad,106.9218141
33,3. Some College,106.9218141
42,2. HS Grad,106.9218141
32,3. Some College,106.9218141
42,2. HS Grad,106.9218141
27,2. HS Grad,106.9218141
49,3. Some College,106.9218141
29,3. Some College,106.9218141
39,3. Some College,106.9218141
60,5. Advanced Degree,106.9218141
35,4. College Grad,106.9218141
61,3. Some College,106.7239776
46,3. Some College,106.7239776
61,2. HS Grad,106.6080215
28,1. < HS Grad,106.3696472
30,3. Some College,106.3268649
45,2. HS Grad,106.1275822
32,3. Some College,105.9278108
47,4. College Grad,105.9278108
58,2. HS Grad,105.9278108
40,1. < HS Grad,105.9278108
21,3. Some College,105.9278108
46,3. Some College,105.9278108
51,3. Some College,105.9278108
26,4. College Grad,105.9278108
55,4. College Grad,105.9278108
30,2. HS Grad,105.9278108
46,3. Some College,105.9278108
26,4. College Grad,105.9278108
53,3. Some College,105.9278108
34,2. HS Grad,105.9278108
30,3. Some College,105.9278108
49,4. College Grad,105.9278108
51,2. HS Grad,105.9278108
47,2. HS Grad,105.9278108
56,2. HS Grad,105.7676396
71,4. College Grad,105.6914475
30,5. Advanced Degree,105.3758927
55,2. HS Grad,104.9235317
44,3. Some College,104.9235317
57,2. HS Grad,104.9215065
30,4. College Grad,104.9215065
46,2. HS Grad,104.9215065
32,4. College Grad,104.9215065
48,4. College Grad,104.9215065
39,4. College Grad,104.9215065
58,3. Some College,104.9215065
58,3. Some College,104.9215065
36,1. < HS Grad,104.9215065
43,4. College Grad,104.9215065
33,2. HS Grad,104.9215065
30,2. HS Grad,104.9215065
42,3. Some College,104.9215065
38,4. College Grad,104.9215065
25,4. College Grad,104.9215065
42,4. College Grad,104.9215065
37,4. College Grad,104.9215065
29,3. Some College,104.9215065
65,5. Advanced Degree,104.9215065
60,5. Advanced Degree,104.9215065
30,3. Some College,104.9215065
49,3. Some College,104.9215065
33,2. HS Grad,104.9215065
41,3. Some College,104.9215065
34,2. HS Grad,104.9215065
54,3. Some College,104.9215065
60,2. HS Grad,104.9215065
42,2. HS Grad,104.9215065
59,2. HS Grad,104.9215065
60,4. College Grad,104.9215065
27,4. College Grad,104.9215065
39,1. < HS Grad,104.9215065
46,4. College Grad,104.9215065
33,4. College Grad,104.9215065
38,2. HS Grad,104.9215065
29,4. College Grad,104.9215065
59,5. Advanced Degree,104.9215065
43,4. College Grad,104.9215065
51,2. HS Grad,104.9215065
58,4. College Grad,104.9215065
50,1. < HS Grad,104.9215065
26,3. Some College,104.9215065
55,2. HS Grad,104.9215065
50,4. College Grad,104.9215065
58,2. HS Grad,104.9215065
44,1. < HS Grad,104.9215065
28,3. Some College,104.9215065
46,3. Some College,104.9215065
50,2. HS Grad,104.9215065
49,3. Some College,104.9215065
44,2. HS Grad,104.9215065
37,4. College Grad,104.9215065
59,3. Some College,104.9215065
51,4. College Grad,104.9215065
57,2. HS Grad,104.9215065
33,3. Some College,104.9215065
53,4. College Grad,104.9215065
49,3. Some College,104.9215065
56,3. Some College,104.9215065
41,2. HS Grad,104.9215065
46,4. College Grad,104.9215065
29,2. HS Grad,104.9215065
59,2. HS Grad,104.9215065
32,2. HS Grad,104.9215065
43,4. College Grad,104.9215065
32,4. College Grad,104.9215065
27,2. HS Grad,104.9215065
38,4. College Grad,104.9215065
47,3. Some College,104.9215065
58,2. HS Grad,104.9215065
49,2. HS Grad,104.5917379
38,2. HS Grad,104.0049599
25,4. College Grad,103.9024706
39,2. HS Grad,103.9024706
38,2. HS Grad,103.9024706
30,3. Some College,103.9024706
32,3. Some College,103.9024706
39,3. Some College,103.9024706
29,3. Some College,103.9024706
42,3. Some College,103.9024706
28,3. Some College,103.9024706
27,3. Some College,103.9024706
49,3. Some College,103.9024706
43,5. Advanced Degree,103.9024706
40,3. Some College,103.9024706
34,2. HS Grad,103.9024706
42,4. College Grad,103.9024706
55,5. Advanced Degree,103.181327
27,3. Some College,102.8702469
48,2. HS Grad,102.8702469
55,2. HS Grad,102.8702469
27,5. Advanced Degree,102.8702469
21,2. HS Grad,102.8702469
28,3. Some College,102.8702469
58,2. HS Grad,102.8702469
29,3. Some College,102.8702469
38,4. College Grad,102.8702469
59,2. HS Grad,102.8702469
29,2. HS Grad,102.8702469
38,3. Some College,102.8702469
33,3. Some College,102.8702469
44,2. HS Grad,102.8702469
30,4. College Grad,102.8702469
49,2. HS Grad,102.8702469
40,5. Advanced Degree,102.8702469
55,2. HS Grad,102.8702469
31,2. HS Grad,102.8702469
49,1. < HS Grad,102.8702469
31,2. HS Grad,102.8702469
44,2. HS Grad,102.7662809
28,3. Some College,102.7662809
27,4. College Grad,102.4535576
56,2. HS Grad,102.1270009
71,3. Some College,101.8243521
49,2. HS Grad,101.8243521
52,2. HS Grad,101.8243521
42,1. < HS Grad,101.8243521
56,4. College Grad,101.8243521
40,2. HS Grad,101.8243521
44,3. Some College,101.8243521
56,2. HS Grad,101.8243521
40,2. HS Grad,101.8243521
31,2. HS Grad,101.8243521
55,2. HS Grad,101.8243521
60,2. HS Grad,101.8243521
50,3. Some College,101.8243521
52,3. Some College,101.8243521
31,4. College Grad,101.8243521
41,2. HS Grad,101.8243521
47,2. HS Grad,101.8243521
30,4. College Grad,101.8243521
46,4. College Grad,101.8243521
42,1. < HS Grad,101.8243521
39,2. HS Grad,101.8243521
44,3. Some College,101.8243521
42,4. College Grad,101.8243521
51,3. Some College,101.8243521
37,3. Some College,101.8243521
50,2. HS Grad,101.8243521
38,5. Advanced Degree,101.8243521
41,2. HS Grad,101.8243521
62,2. HS Grad,101.8243521
55,3. Some College,101.8243521
54,3. Some College,101.8243521
52,3. Some College,101.8243521
28,2. HS Grad,101.8243521
29,3. Some College,101.8243521
24,2. HS Grad,101.8243521
43,3. Some College,101.8243521
32,3. Some College,101.8243521
61,2. HS Grad,101.5955382
51,3. Some College,101.4020523
32,3. Some College,101.4020523
45,2. HS Grad,101.4020523
33,5. Advanced Degree,101.4020523
27,3. Some College,101.4020523
51,1. < HS Grad,101.4020523
51,2. HS Grad,101.4020523
48,1. < HS Grad,100.8794609
32,3. Some College,100.7642728
34,1. < HS Grad,100.7642728
43,4. College Grad,100.7642728
58,1. < HS Grad,100.7642728
27,3. Some College,100.7642728
46,3. Some College,100.7642728
52,2. HS Grad,100.7642728
70,1. < HS Grad,100.7642728
42,1. < HS Grad,100.7642728
44,5. Advanced Degree,100.7642728
43,1. < HS Grad,100.0996625
33,4. College Grad,100.0867423
63,5. Advanced Degree,100.0134869
32,5. Advanced Degree,100.0134869
50,3. Some College,100.0134869
71,2. HS Grad,99.6916284
56,2. HS Grad,99.6916284
61,2. HS Grad,99.6894637
55,2. HS Grad,99.6894637
44,5. Advanced Degree,99.6894637
46,2. HS Grad,99.6894637
74,2. HS Grad,99.6894637
52,4. College Grad,99.6894637
26,3. Some College,99.6894637
39,5. Advanced Degree,99.6894637
25,2. HS Grad,99.6894637
56,4. College Grad,99.6894637
46,3. Some College,99.6894637
54,3. Some College,99.6894637
45,4. College Grad,99.6894637
45,4. College Grad,99.6894637
41,2. HS Grad,99.6894637
46,2. HS Grad,99.6894637
47,3. Some College,99.6894637
45,2. HS Grad,99.6894637
53,3. Some College,99.6894637
35,4. College Grad,99.6894637
42,3. Some College,99.6894637
26,3. Some College,99.6894637
25,3. Some College,99.6894637
70,3. Some College,99.6894637
30,2. HS Grad,99.6894637
45,4. College Grad,99.6894637
46,2. HS Grad,99.6894637
43,4. College Grad,99.6894637
38,5. Advanced Degree,99.6894637
31,3. Some College,99.6894637
28,3. Some College,99.6894637
32,3. Some College,99.6894637
66,1. < HS Grad,99.6894637
41,3. Some College,99.6894637
33,4. College Grad,99.6894637
29,5. Advanced Degree,99.6894637
44,2. HS Grad,99.6894637
49,2. HS Grad,99.6894637
33,2. HS Grad,99.6894637
62,4. College Grad,99.6894637
42,2. HS Grad,99.6894637
24,4. College Grad,99.6894637
31,2. HS Grad,99.6894637
49,2. HS Grad,99.6894637
28,3. Some College,99.6894637
26,2. HS Grad,99.6894637
29,4. College Grad,99.6894637
26,4. College Grad,99.6894637
27,4. College Grad,99.6894637
34,2. HS Grad,99.6894637
51,4. College Grad,99.6894637
26,4. College Grad,99.6894637
39,2. HS Grad,99.6894637
45,4. College Grad,99.6894637
77,2. HS Grad,99.6894637
61,3. Some College,99.6894637
27,3. Some College,99.6894637
25,3. Some College,99.6894637
28,5. Advanced Degree,99.6894637
53,4. College Grad,99.6894637
54,2. HS Grad,99.6894637
25,3. Some College,99.6894637
32,2. HS Grad,99.6894637
31,3. Some College,99.6894637
48,3. Some College,99.6894637
46,4. College Grad,99.6894637
47,2. HS Grad,99.6894637
41,3. Some College,99.6894637
34,2. HS Grad,99.6894637
22,2. HS Grad,99.6894637
27,3. Some College,99.6894637
37,2. HS Grad,99.6894637
38,2. HS Grad,99.6894637
38,3. Some College,99.6894637
38,3. Some College,99.6894637
66,5. Advanced Degree,99.6894637
35,2. HS Grad,99.6894637
55,3. Some College,99.6894637
36,1. < HS Grad,99.6894637
25,2. HS Grad,99.6894637
58,1. < HS Grad,99.6894637
56,3. Some College,99.6894637
56,4. College Grad,99.6894637
39,2. HS Grad,99.6894637
54,2. HS Grad,99.6894637
30,4. College Grad,99.6894637
53,3. Some College,99.6894637
56,3. Some College,99.6894637
45,3. Some College,99.6894637
31,3. Some College,99.6894637
29,1. < HS Grad,99.6894637
54,2. HS Grad,99.6894637
25,4. College Grad,99.6894637
31,2. HS Grad,99.6894637
47,3. Some College,99.6894637
44,4. College Grad,99.6894637
27,4. College Grad,99.6894637
50,2. HS Grad,99.6894637
39,4. College Grad,99.6894637
30,2. HS Grad,99.6894637
64,3. Some College,99.6894637
41,3. Some College,99.6894637
37,2. HS Grad,99.6894637
32,4. College Grad,99.6894637
33,4. College Grad,99.6894637
40,2. HS Grad,99.6894637
26,2. HS Grad,99.6894637
54,3. Some College,99.6894637
47,2. HS Grad,99.6894637
31,5. Advanced Degree,99.6894637
44,3. Some College,99.6894637
50,3. Some College,99.6894637
39,2. HS Grad,99.6894637
30,2. HS Grad,99.6894637
51,3. Some College,99.59198882
33,2. HS Grad,99.25528683
23,3. Some College,98.60153978
37,3. Some College,98.59934386
40,3. Some College,98.59934386
37,1. < HS Grad,98.59934386
34,2. HS Grad,98.59934386
45,2. HS Grad,98.59934386
42,3. Some College,98.59934386
35,4. College Grad,98.59934386
49,2. HS Grad,98.59934386
33,3. Some College,98.59934386
37,4. College Grad,98.59934386
55,4. College Grad,98.59934386
71,2. HS Grad,98.59934386
51,2. HS Grad,98.59934386
50,2. HS Grad,98.26923081
41,3. Some College,98.04835051
36,3. Some College,97.49329405
48,2. HS Grad,97.49329405
53,2. HS Grad,97.49329405
38,1. < HS Grad,97.49329405
38,3. Some College,97.49329405
44,3. Some College,97.49329405
44,2. HS Grad,97.49329405
51,4. College Grad,97.49329405
43,2. HS Grad,97.49329405
56,2. HS Grad,97.49329405
58,1. < HS Grad,97.49329405
50,2. HS Grad,97.49329405
48,4. College Grad,97.49329405
40,2. HS Grad,97.49329405
34,5. Advanced Degree,97.49329405
28,2. HS Grad,97.49329405
41,1. < HS Grad,97.49329405
48,3. Some College,97.49329405
45,2. HS Grad,97.49329405
26,2. HS Grad,97.49329405
35,3. Some College,97.49329405
37,5. Advanced Degree,97.49329405
57,2. HS Grad,97.49329405
57,2. HS Grad,97.49329405
31,5. Advanced Degree,97.49329405
37,3. Some College,97.49329405
28,2. HS Grad,97.49329405
26,4. College Grad,97.49329405
49,3. Some College,97.49329405
40,3. Some College,97.49329405
39,2. HS Grad,97.4710061
36,3. Some College,97.15827504
28,2. HS Grad,96.93409046
28,3. Some College,96.93409046
34,3. Some College,96.93409046
27,2. HS Grad,96.86670324
23,2. HS Grad,96.3977959
42,3. Some College,96.37065283
32,5. Advanced Degree,96.37065283
52,4. College Grad,96.37065283
44,1. < HS Grad,96.37065283
33,3. Some College,96.37065283
35,3. Some College,96.37065283
41,2. HS Grad,96.37065283
34,5. Advanced Degree,96.37065283
26,2. HS Grad,96.37065283
59,3. Some College,96.37065283
37,2. HS Grad,96.37065283
21,2. HS Grad,96.14407221
60,3. Some College,96.03165702
62,2. HS Grad,95.68881191
60,2. HS Grad,95.68881191
48,2. HS Grad,95.68881191
42,3. Some College,95.68881191
65,2. HS Grad,95.68881191
46,3. Some College,95.23071257
57,3. Some College,95.23071257
40,2. HS Grad,95.23071257
43,1. < HS Grad,95.23071257
36,3. Some College,95.23071257
30,5. Advanced Degree,95.23071257
50,2. HS Grad,95.23071257
30,3. Some College,95.23071257
28,4. College Grad,95.23071257
30,4. College Grad,95.23071257
52,4. College Grad,95.23071257
49,2. HS Grad,95.23071257
29,2. HS Grad,95.23071257
33,2. HS Grad,95.23071257
30,3. Some College,95.23071257
22,3. Some College,95.23071257
45,1. < HS Grad,95.23071257
50,3. Some College,95.23071257
39,4. College Grad,95.23071257
64,2. HS Grad,95.23071257
42,2. HS Grad,95.23071257
22,3. Some College,95.23071257
43,3. Some College,95.23071257
27,3. Some College,95.23071257
39,2. HS Grad,95.23071257
